lat,lon,HFO_s,DRO_s,ECO_S_s
50.227,12.047,2.8,2.1,4.8
9.318,12.644,2.9,2.0,2.9
30.227,18.131,0,2.3,5.0
56.591,-121.51,0,2.5,4.2
48.409,64.554,0,1.6,5.0
39.318,80.912,2.6,1.9,5.0
45.682,38.989,2.3,1.4,3.9
34.318,80.519,0,2.0,5.0
39.318,126.645,3.5,1.1,5.0
12.955,27.245,1.6,4.0,5.0
14.318,32.068,3.2,3.0,5.0
-72.955,141.373,0,0,0
42.045,-120.102,2.0,3.1,5.0
73.864,-52.364,,,
-13.409,141.762,2.0,1.7,5.0
-11.136,-59.229,0,0.7,0.8
12.045,99.742,3.0,1.0,1.6
-8.864,-45.459,2.8,1.3,2.4
-17.5,135.297,2.3,2.9,5.0
67.045,157.864,0,3.6,5.0
48.409,57.04,1.0,1.8,5.0
-5.227,-35.544,2.0,2.2,5.0
9.773,50.639,0,1.3,5.0
42.045,-117.657,2.0,3.8,2.5
34.773,-87.791,3.5,0.9,3.9
37.5,-100.445,3.7,2.4,5.0
-16.591,139.263,0,0,5.0
-15.227,-53.882,2.0,1.0,2.3
64.318,28.256,0,3.9,4.8
-8.409,-63.516,0,0.7,1.4
-77.955,117.108,0,0,0
48.864,27.586,3.8,1.7,3.6
17.955,-99.417,3.2,1.3,3.6
39.318,94.984,2.0,1.4,5.0
-21.136,29.189,3.6,1.8,3.1
16.136,24.094,1.6,4.2,5.0
39.318,78.567,2.0,1.7,5.0
26.136,39.944,2.0,4.7,5.0
54.318,92.138,2.3,2.2,2.8
16.591,74.842,3.7,1.4,4.9
51.136,64.337,0,2.3,5.0
13.409,-13.523,2.3,2.1,1.5
10.682,5.077,3.0,1.7,1.8
-32.5,-62.691,3.3,1.2,5.0
49.773,-83.672,1.0,2.1,2.7
26.591,41.89,0,2.9,5.0
-78.864,-154.118,0,0,0
-6.136,-77.795,3.4,2.9,2.1
40.227,65.347,3.2,2.8,4.7
50.227,-107.717,2.3,1.8,1.3
46.136,23.564,3.9,2.5,4.3
-6.136,155.361,1.0,0,
25.227,79.721,3.8,1.5,5.0
54.318,60.259,2.5,1.5,3.4
46.136,17.673,3.4,1.6,4.5
41.591,-113.221,0,2.9,5.0
43.409,26.25,3.5,1.6,3.5
-5.227,31.899,2.9,1.5,0.1
-36.136,-61.498,2.6,1.2,5.0
30.227,30.745,2.8,3.0,2.9
46.591,117.908,1.0,1.5,5.0
36.591,76.013,2.6,2.5,5.0
65.682,63.303,0,2.6,0.1
35.682,82.733,1.6,1.5,5.0
22.045,74.694,4.1,1.7,4.2
12.955,16.533,3.1,2.0,1.9
78.864,-43.529,,,
43.864,112.657,0,1.3,5.0
49.773,79.453,0,1.8,5.0
40.682,58.007,0,1.6,5.0
57.5,-5.07,1.6,0.8,2.4
7.045,124.651,4.1,1.3,2.8
22.955,97.264,2.6,0.9,5.0
-33.864,141.76,2.5,2.6,5.0
62.5,-120.984,0,2.7,5.0
2.955,19.091,2.0,1.0,5.0
0.227,16.57,1.0,1.1,0.5
62.045,43.548,1.0,2.2,3.8
-8.409,124.51,1.0,0.8,1.8
-76.591,-119.348,0,0,0
43.409,132.5,2.9,2.4,2.4
-12.955,-54.722,0,0.7,2.6
52.955,-115.23,2.0,1.8,1.1
65.682,-126.055,0,3.5,5.0
34.318,104.153,3.2,1.9,5.0
5.682,44.03,3.3,2.6,1.5
7.045,41.398,2.6,2.3,1.3
-12.045,20.876,2.5,1.2,1.9
24.773,-1.5,1.6,5.0,5.0
24.773,7.0,1.0,5.0,1.9
35.682,67.64,4.1,2.7,4.1
19.773,42.169,2.0,1.9,5.0
12.045,-5.103,3.0,1.5,5.0
39.773,37.77,2.5,1.7,5.0
-6.591,33.35,2.9,1.5,0.1
14.773,-9.153,2.5,2.9,3.1
55.682,55.168,1.6,2.3,4.1
1.591,26.557,1.6,1.1,2.9
-70.682,127.786,0,0,0
37.5,-77.552,3.9,1.2,3.9
80.227,-84.0,0,3.0,5.0
50.227,98.504,1.6,1.7,3.7
-5.682,-40.38,2.9,1.6,5.0
-17.045,47.493,3.1,1.0,4.9
-17.045,135.831,2.6,2.4,5.0
9.773,11.509,2.6,1.4,3.1
30.682,108.211,4.2,1.6,4.7
46.136,-87.055,1.6,1.3,5.0
49.773,-63.281,0,0.6,0
52.5,-118.882,1.6,3.7,2.7
67.5,52.105,1.0,1.7,2.4
22.5,-103.383,2.6,1.6,2.2
49.318,60.928,0,2.0,4.8
-39.773,144.0,0,0,3.9
53.864,-120.769,1.0,2.7,2.3
62.955,-43.38,,,
18.409,74.343,3.5,1.6,3.6
46.136,-82.473,0,0,0
8.864,41.786,2.9,1.8,0.7
25.682,47.58,1.6,2.4,5.0
25.682,118.07,4.6,1.2,5.0
17.5,-13.554,2.9,3.6,5.0
43.409,83.75,3.2,1.9,5.0
26.136,40.449,1.0,2.5,5.0
50.682,-90.537,1.0,1.4,3.4
49.318,105.493,1.6,1.7,3.0
44.773,27.815,3.6,1.6,3.5
22.955,49.001,1.0,2.4,5.0
35.682,62.05,3.5,2.6,3.2
8.409,-6.191,2.5,1.2,2.3
-37.5,142.798,2.0,0.9,5.0
-13.409,-49.43,1.6,0.9,5.0
-27.5,134.489,1.6,2.7,4.9
3.409,-64.545,1.6,1.0,0
-20.227,120.968,2.5,3.0,5.0
-71.591,126.932,0,0,0
23.864,21.322,1.0,5.0,5.0
32.5,106.816,4.0,1.9,5.0
30.227,87.504,1.0,0.9,5.0
38.864,-93.786,3.9,1.3,4.9
65.227,-126.867,0,2.8,3.0
30.682,39.062,1.0,4.7,1.3
53.864,31.538,2.6,1.5,4.5
57.955,74.822,1.6,1.8,3.8
-22.045,-60.49,3.3,0.7,5.0
48.864,72.414,0,3.7,4.4
17.955,12.636,3.0,4.9,2.1
-21.136,119.676,3.0,3.5,5.0
-17.955,-70.331,1.0,2.4,5.0
55.227,-128.23,1.0,1.7,5.0
63.409,-50.197,,,
57.045,119.167,2.6,2.6,2.4
57.955,79.097,2.0,3.5,5.0
-19.318,45.421,2.9,1.3,5.0
55.682,113.96,2.0,1.8,4.9
40.227,30.297,2.9,1.9,5.0
9.773,-75.038,3.4,1.4,4.2
37.5,113.037,2.6,3.7,5.0
65.227,59.639,0,1.9,2.5
29.773,-2.874,3.1,3.9,4.9
-79.773,34.468,0,0,0
0.227,120.076,2.6,0.2,2.8
24.318,17.676,1.0,5.0,5.0
57.045,35.0,1.6,2.1,2.9
47.5,103.433,1.6,1.5,4.7
-20.682,-43.181,3.6,1.4,5.0
0.227,39.723,3.5,2.5,2.7
70.682,27.481,0,1.6,5.0
-16.591,36.0,2.8,1.2,3.0
32.5,9.417,1.0,2.1,3.9
27.955,69.073,3.5,2.8,3.3
-26.591,-59.154,3.2,1.4,3.1
-34.773,149.632,3.2,1.2,1.4
55.682,51.946,1.6,2.1,3.6
-75.227,81.98,0,0,0
-26.136,-58.146,3.2,1.2,3.0
55.227,125.841,1.0,1.3,5.0
56.591,-123.982,1.0,2.0,3.8
-21.136,142.054,3.1,3.6,5.0
72.955,-88.841,0,1.8,5.0
11.136,31.003,2.6,2.1,2.5
-3.864,-80.0,3.3,4.0,2.0
77.045,-80.899,0,2.1,5.0
-8.409,-41.045,3.2,1.3,4.3
30.227,104.321,4.1,1.2,5.0
54.318,-82.808,1.0,2.0,0
51.136,40.482,2.0,2.1,5.0
-10.682,21.692,2.5,1.0,4.7
19.773,33.012,2.3,5.0,5.0
27.955,14.636,0,4.5,5.0
68.864,-148.531,0,1.4,0.1
64.318,-125.581,0,1.9,5.0
4.318,-63.489,2.3,0.8,0
15.227,99.059,3.4,1.0,0.3
-2.045,-47.44,2.6,1.3,5.0
-1.591,32.459,0,0,0
47.5,-2.015,1.6,1.2,1.9
62.5,86.557,2.0,1.5,1.2
30.227,2.891,2.3,5.0,5.0
-5.227,-71.544,2.0,0.9,0
45.227,124.615,3.3,2.7,5.0
-7.045,141.118,1.6,1.0,5.0
14.773,-85.658,3.5,1.2,0.5
45.682,-79.278,1.0,1.4,4.3
34.773,57.975,2.0,2.2,5.0
51.591,-60.974,0,1.2,5.0
33.864,59.818,3.3,2.5,5.0
23.864,110.083,4.5,1.3,5.0
-25.227,28.579,3.3,1.8,2.4
-18.409,-58.566,2.3,0.9,2.6
-1.136,28.373,2.0,1.3,2.5
-14.318,135.059,2.6,2.0,5.0
21.136,31.135,2.6,5.0,2.9
60.227,133.401,2.5,4.0,3.8
-66.591,133.143,0,0,0
72.955,112.017,0,2.9,5.0
72.045,-105.061,0,1.5,5.0
-30.227,124.292,0,1.6,2.8
-3.409,-61.818,0,0.8,1.2
-82.955,12.99,0,0,0
-5.682,139.848,0,0,5.0
60.227,164.467,0,2.5,5.0
40.227,74.257,2.0,2.6,4.8
13.864,5.61,3.3,4.0,3.6
57.5,-134.366,0,1.0,0
45.227,8.05,3.8,1.6,3.6
41.136,-112.462,0,0,0
-67.955,85.772,0,0,0
-16.591,-48.316,2.5,1.0,5.0
21.591,105.366,4.0,1.2,5.0
77.955,-47.711,,,
-32.955,147.027,3.0,1.5,5.0
46.591,111.303,0,1.8,5.0
30.682,101.877,3.7,1.4,4.2
22.955,46.047,2.0,2.4,4.7
-29.318,-63.988,2.8,1.1,5.0
78.864,-24.706,,,
26.136,87.978,4.6,0.8,5.0
41.591,101.079,2.3,1.2,5.0
-3.864,39.545,3.3,1.1,2.5
56.136,112.398,2.6,1.9,0.7
58.409,-109.038,0,2.1,3.0
-6.591,-39.289,3.0,1.4,5.0
35.682,70.435,3.7,1.4,2.9
28.409,60.344,3.2,2.1,5.0
53.864,-90.0,1.0,1.5,5.0
52.045,-83.361,1.6,1.5,5.0
66.591,100.0,1.0,2.0,3.6
-27.955,19.258,1.6,2.1,4.9
-70.227,127.612,0,0,0
-21.136,18.486,2.3,4.3,1.7
2.955,-74.545,2.8,1.4,0.9
-81.136,94.426,0,0,0
54.773,50.306,2.0,2.0,3.6
54.773,95.109,1.6,2.8,2.6
34.773,-78.405,3.3,1.1,4.7
-73.864,36.0,0,0,0
-6.136,36.73,3.0,1.1,2.0
-82.955,-68.66,0,0,0
30.682,101.349,3.0,1.1,5.0
-19.318,15.621,2.6,3.3,1.6
-78.864,-27.059,0,0,0
59.318,7.556,1.0,1.4,2.0
36.136,-84.524,3.7,1.2,3.9
-14.318,35.345,3.6,1.3,3.2
-71.136,139.219,0,0,0
46.136,-83.127,0,0,0
9.318,-76.092,3.2,0.4,5.0
17.045,15.198,2.5,5.0,4.1
-48.864,-71.724,0,2.9,5.0
58.864,55.317,1.6,2.1,3.6
64.318,158.023,0,3.7,5.0
-2.045,13.392,1.0,0.9,3.4
65.682,53.394,1.0,1.5,2.1
40.227,-104.554,2.3,2.5,4.7
32.5,108.43,4.0,2.4,5.0
37.5,42.067,3.2,1.7,5.0
20.682,79.569,3.3,1.1,4.4
29.318,16.647,0,3.1,5.0
22.5,-1.228,1.0,5.0,5.0
-72.955,37.854,0,0,0
15.682,-91.885,4.0,0.9,3.3
17.5,2.14,2.0,3.2,5.0
57.5,38.873,1.0,2.5,3.1
64.318,-93.14,0,2.7,5.0
45.682,-102.671,1.0,3.5,5.0
-3.864,25.909,1.0,1.1,2.2
54.318,92.916,2.0,1.7,2.9
-33.409,-66.888,2.0,2.3,3.0
53.864,65.385,1.0,1.9,4.8
22.5,72.933,3.7,2.8,5.0
-0.227,127.793,1.0,0,
35.227,1.111,3.2,2.4,5.0
23.409,57.363,1.6,4.7,5.0
6.591,-2.284,2.5,1.1,1.5
62.045,-163.548,1.6,4.8,1.7
22.045,0.735,2.0,5.0,1.3
-22.5,115.171,2.5,2.2,5.0
67.045,56.505,0,1.9,2.5
40.227,-0.594,2.0,2.3,5.0
-70.682,10.992,0,0,0
48.864,-122.069,3.1,1.6,2.4
59.318,10.222,1.0,1.2,5.0
4.318,116.738,1.0,1.4,5.0
-3.864,141.364,2.6,1.4,4.8
47.5,77.239,1.0,2.5,5.0
46.136,61.527,2.0,2.3,3.4
7.955,32.061,2.3,1.6,0.7
70.682,111.298,0,2.9,5.0
-7.045,14.867,1.0,1.8,5.0
42.955,-108.744,0,2.5,2.3
22.045,47.755,1.0,2.6,5.0
40.227,111.683,3.0,2.5,5.0
38.409,-101.286,1.0,2.7,5.0
-35.682,-69.317,1.0,3.0,4.4
-78.864,-142.353,0,0,0
-1.136,113.72,2.3,0.9,4.1
0.682,-67.415,2.0,0.5,0
64.773,154.438,0,3.7,5.0
-8.864,20.204,2.0,1.0,5.0
60.682,-158.66,1.6,2.5,5.0
33.864,-112.807,2.6,1.6,2.7
35.227,100.0,0,1.1,5.0
47.5,-120.896,2.8,2.7,2.5
56.591,63.021,2.6,2.5,3.4
73.864,142.364,0,0,0
67.045,-35.534,,,
11.591,14.131,3.0,3.0,1.9
8.864,13.776,2.9,1.7,2.7
51.591,-90.913,2.0,1.3,5.0
-17.5,-51.123,2.0,0.8,5.0
4.773,-75.777,4.2,1.5,4.6
-0.682,-66.961,0,0.5,0
2.045,-58.335,2.3,1.4,2.0
31.136,-108.424,2.8,2.6,5.0
-3.409,133.182,0,0.9,3.6
-7.955,-37.557,3.3,1.2,4.9
0.682,-69.685,2.5,0.6,0
56.136,-96.109,1.0,2.5,2.5
53.409,124.44,1.6,1.7,4.9
9.318,2.989,3.8,1.4,2.2
20.227,-75.968,3.3,0.7,4.8
0.227,-79.218,3.1,1.4,2.7
-68.864,-66.713,0,0,0
38.409,-110.547,0,2.3,2.5
35.682,-98.944,3.4,2.0,5.0
-46.136,-73.964,0,0,0
3.864,18.182,2.5,1.1,2.3
29.318,63.988,2.5,2.4,4.9
-19.318,142.991,3.3,2.6,5.0
23.409,3.956,1.6,5.0,0.3
22.955,83.967,3.7,1.2,5.0
30.682,-102.405,2.3,3.3,5.0
-15.682,-55.602,1.0,1.2,5.0
-15.682,-54.66,0,1.2,5.0
25.227,98.273,3.1,0.9,3.1
44.318,-104.577,2.0,2.6,5.0
14.773,32.621,3.6,3.0,4.7
13.864,17.299,2.8,3.6,4.4
18.409,-3.586,2.3,4.5,5.0
-29.318,23.41,1.6,2.7,5.0
52.5,-90.559,1.0,1.5,5.0
4.318,23.894,1.0,1.0,1.2
36.591,-104.27,1.0,2.0,5.0
43.409,127.5,3.3,2.7,5.0
-74.318,87.477,0,0,0
-29.318,117.052,1.6,2.1,5.0
-15.227,48.706,3.0,1.0,5.0
54.773,-127.336,1.0,1.7,5.0
18.864,1.198,1.6,3.6,5.0
0.682,123.253,2.9,1.2,0.9
-25.682,26.937,2.3,1.9,3.6
59.318,92.889,1.6,2.1,4.0
44.773,70.018,0,2.1,4.6
-19.318,-69.453,1.6,5.0,4.1
64.773,59.645,0,0,0
39.773,54.295,0,0.8,4.5
-44.773,-73.215,0,0.8,1.0
-19.318,-65.607,3.2,2.0,5.0
-78.409,105.283,0,0,0
40.227,95.644,2.0,1.4,5.0
-0.227,9.76,1.0,1.0,1.2
48.864,-80.0,1.0,1.8,5.0
41.591,-115.649,1.6,3.0,4.2
58.864,86.049,2.5,2.6,5.0
45.227,132.987,3.6,2.7,2.1
-71.136,64.688,0,0,0
56.136,-62.715,1.0,1.3,5.0
60.227,-147.107,2.5,3.1,0.5
-87.045,83.415,0,0,0
64.318,-116.163,0,2.1,5.0
-1.136,29.735,3.7,1.5,2.4
58.864,-116.78,1.0,2.1,1.7
36.136,-82.839,3.4,1.1,3.3
28.409,-82.006,2.9,1.1,5.0
65.227,33.614,0,2.7,5.0
4.318,25.714,1.0,1.0,0.9
33.409,66.344,3.7,2.6,5.0
38.864,-80.388,3.8,1.2,4.6
-51.591,-60.243,0,0,5.0
66.136,-105.981,0,1.3,1.1
54.318,83.585,2.6,2.6,3.5
37.955,35.08,2.0,1.5,4.0
-75.227,33.861,0,0,0
-19.773,-56.627,2.0,1.1,4.4
33.864,62.549,3.6,2.9,5.0
67.955,-124.43,0,2.6,5.0
35.227,8.889,3.0,2.4,5.0
62.5,141.639,1.0,2.1,2.3
-5.682,-44.943,2.5,1.3,3.2
-3.864,-63.636,0,1.1,1.3
-15.682,-62.67,3.1,0.7,1.7
52.5,-89.068,0,1.5,3.8
-33.409,-61.994,3.3,1.2,5.0
46.591,63.083,1.6,2.5,5.0
68.409,152.877,0,3.8,3.6
-14.318,27.386,2.0,1.9,1.0
52.5,-1.118,3.9,2.1,3.9
7.045,-69.759,3.5,1.2,1.3
-30.227,-67.533,1.0,2.3,5.0
61.591,138.939,2.5,3.1,3.9
62.955,42.382,1.0,2.5,3.8
0.227,111.45,1.6,1.2,1.8
-21.136,-53.514,1.0,1.2,5.0
40.682,-78.937,3.5,1.2,5.0
-19.773,-41.687,3.6,1.4,5.0
31.136,12.459,0,1.8,5.0
-3.864,14.545,1.6,1.5,5.0
53.864,23.077,2.6,1.9,3.2
36.591,92.967,1.0,1.6,5.0
80.682,-75.938,0,1.7,5.0
55.227,80.442,2.0,1.7,2.2
-82.045,-72.0,0,0,0
48.409,100.759,2.0,1.8,2.7
-7.955,-41.679,3.2,1.3,4.3
5.227,30.987,2.0,1.6,3.8
29.318,-110.809,1.6,1.9,5.0
48.864,71.724,0,3.7,4.4
-27.045,145.375,2.8,3.6,4.2
63.409,103.944,1.0,1.9,5.0
-24.773,24.0,0,3.2,5.0
27.955,13.609,0,5.0,5.0
26.591,-10.917,1.0,2.6,5.0
38.864,113.592,2.9,2.9,5.0
33.409,2.719,2.3,1.8,5.0
8.864,12.857,2.3,1.3,2.4
-37.045,148.152,2.0,1.2,1.1
-74.773,83.077,0,0,0
27.045,-12.984,1.0,2.6,5.0
-21.591,-63.415,3.5,1.1,5.0
63.864,139.771,1.0,2.1,2.3
24.318,-2.739,1.6,5.0,5.0
4.773,13.426,1.0,0.9,3.6
-2.5,22.926,1.6,0.7,1.4
51.136,30.361,2.8,2.2,3.2
33.409,50.03,3.1,3.0,3.5
-2.045,-53.796,1.6,1.2,1.9
71.591,145.578,0,4.9,1.9
5.682,25.779,0,1.0,1.1
-26.136,25.787,1.6,2.7,5.0
2.955,41.364,3.7,2.5,2.0
37.955,13.802,1.6,0.1,2.5
-67.955,56.779,0,0,0
-80.682,98.438,0,0,0
-25.227,-55.153,2.5,1.1,5.0
-81.591,-102.414,0,0,0
61.136,-124.543,0,2.0,2.5
32.955,103.243,2.6,1.6,2.4
22.045,105.551,4.0,1.2,5.0
31.591,82.544,0,1.2,5.0
56.136,-129.502,1.0,2.1,5.0
32.5,1.883,2.3,1.8,5.0
-13.409,31.244,2.0,2.0,0.7
-78.864,24.706,0,0,0
-19.318,-41.575,3.6,1.4,5.0
-35.682,-59.255,2.6,1.2,5.0
60.227,163.553,0,3.1,5.0
46.591,63.743,1.6,2.5,5.0
53.864,81.538,2.5,2.2,2.1
33.864,133.02,3.3,0.7,4.7
15.682,-14.607,2.6,4.8,0.6
0.682,11.122,1.0,1.1,2.7
35.227,-95.556,3.7,2.0,5.0
49.773,47.813,2.3,2.6,5.0
-48.409,-73.435,0,1.9,4.4
26.591,94.189,4.4,1.5,3.9
51.591,88.722,2.3,1.7,4.2
-67.045,143.883,0,0,0
39.318,-93.811,3.7,1.4,4.7
39.773,104.459,1.6,1.0,5.0
16.136,15.591,2.5,5.0,5.0
-28.864,-63.453,3.3,1.3,3.6
27.5,3.068,2.3,5.0,5.0
38.409,-113.441,1.0,2.8,2.9
2.045,13.846,1.6,1.1,2.3
-23.864,115.041,2.6,2.2,5.0
-38.409,-68.296,1.0,2.3,4.8
18.864,-9.827,2.5,3.1,5.0
58.864,14.927,0,1.9,5.0
33.409,-108.761,1.0,2.0,2.3
33.409,-98.973,2.5,1.8,5.0
59.773,142.105,1.0,2.1,5.0
52.045,-8.115,2.0,0.9,5.0
-21.136,20.432,2.3,4.3,1.7
71.136,144.844,0,4.9,1.9
60.682,-115.052,1.0,2.1,1.7
-24.773,22.0,0,3.3,1.8
54.318,-103.024,2.0,2.5,1.4
70.682,-114.046,0,0,0
1.591,44.262,3.9,3.1,1.6
40.682,14.95,2.5,0,3.7
-0.227,-65.145,1.0,0.7,0.1
63.409,43.099,1.0,1.8,5.0
-10.227,-57.388,1.0,0.7,5.0
42.955,-83.959,3.0,1.4,5.0
5.227,12.759,1.0,0.9,3.6
42.045,79.151,2.6,1.7,5.0
1.591,-71.047,2.6,0.6,1.3
-68.864,118.322,0,0,0
-33.409,151.178,3.2,0.9,1.9
13.409,13.057,2.9,3.3,2.3
-3.409,-56.364,1.6,1.0,1.0
45.682,-63.682,1.6,1.2,4.2
54.318,81.253,1.6,1.4,3.4
14.773,26.519,2.5,3.6,5.0
-32.955,119.459,1.0,1.0,2.1
6.136,-61.369,2.6,1.2,2.0
15.682,-2.356,2.6,4.0,1.5
42.045,95.042,2.0,1.4,5.0
-33.409,-59.275,3.5,1.2,3.9
80.682,-25.313,,,
-18.864,-44.82,3.5,1.2,5.0
32.955,-116.757,2.0,1.2,4.8
4.773,116.283,2.0,1.3,3.7
-26.136,113.764,0,0,0
16.591,7.579,2.9,3.2,5.0
51.591,-95.294,2.3,2.1,3.0
-25.227,131.365,0,3.1,3.7
-3.864,-44.091,2.5,1.3,2.3
-15.227,38.824,2.5,1.0,5.0
62.5,-100.328,0,2.4,5.0
-70.227,100.746,0,0,0
-1.136,-46.532,2.6,0.8,2.6
-10.227,14.981,1.6,1.6,3.4
-69.773,88.029,0,0,0
35.682,50.87,2.9,3.0,5.0
-14.318,-39.558,2.8,1.2,5.0
7.045,45.515,3.4,2.7,5.0
11.136,-1.388,3.1,1.4,3.4
-11.591,-42.857,3.0,1.2,4.9
25.227,117.827,4.0,1.1,5.0
38.409,-1.736,2.6,2.4,4.7
18.864,104.74,3.9,1.0,2.9
77.5,-94.186,0,1.3,5.0
51.591,55.132,2.0,2.4,5.0
-18.409,145.578,3.4,1.7,5.0
21.136,-102.162,2.6,2.1,4.4
60.682,136.392,2.5,3.1,3.9
29.318,109.249,4.3,1.2,5.0
-48.409,-70.019,0,2.9,5.0
0.227,103.279,3.1,0,3.0
23.864,80.826,4.1,1.2,2.9
23.409,104.835,4.0,1.2,5.0
62.955,-164.044,1.6,4.8,1.7
-23.409,-68.242,1.6,4.8,4.7
17.5,53.976,2.3,3.5,3.2
25.682,-99.441,3.3,1.8,3.6
-21.591,35.122,2.8,1.3,5.0
-78.409,32.83,0,0,0
-79.773,29.362,0,0,0
52.5,-68.944,1.0,1.4,5.0
34.773,1.656,3.2,2.4,5.0
16.136,-3.307,2.6,4.0,1.5
45.227,11.27,3.1,1.3,1.7
7.5,-0.229,3.3,1.4,3.0
20.682,-9.218,1.6,5.0,5.0
68.864,105.734,0,2.8,4.3
19.773,-3.614,2.0,5.0,5.0
47.5,11.418,3.6,2.0,3.5
-14.318,29.727,2.5,1.8,1.7
4.773,20.253,2.0,1.0,1.9
3.864,47.273,2.5,0.8,5.0
20.682,-100.916,2.3,2.2,4.1
19.318,100.694,3.8,1.0,1.1
49.773,-94.219,1.6,2.7,5.0
58.864,7.024,1.0,1.1,1.5
-7.045,108.64,3.5,0,4.2
-19.318,27.156,2.3,2.9,0.3
13.409,0.466,3.5,2.2,5.0
-20.682,30.081,3.6,1.8,3.1
-26.136,132.978,1.6,2.9,5.0
18.409,-98.725,3.4,2.0,4.7
15.682,-7.068,2.6,4.2,5.0
0.227,110.542,1.6,1.2,1.8
56.591,114.096,2.3,1.6,5.0
53.864,62.308,2.5,1.5,3.4
46.591,-87.523,2.0,1.4,3.7
62.5,59.016,0,1.5,0.7
37.5,64.388,3.3,3.6,4.2
30.227,86.978,1.0,0.9,5.0
29.773,104.238,4.1,1.2,5.0
-2.5,-77.856,2.9,1.3,1.5
-18.864,45.3,2.8,1.5,4.5
39.773,77.902,3.1,1.6,5.0
32.045,-94.821,3.9,1.3,5.0
-2.5,105.549,2.3,1.2,2.2
52.045,87.787,2.3,2.3,1.2
8.864,15.612,3.6,1.6,4.6
35.682,-80.497,3.5,1.2,5.0
39.773,-80.262,3.8,1.2,4.6
-69.773,144.526,0,0,0
-31.591,-60.178,3.3,1.2,3.9
-27.045,-55.757,3.4,1.2,5.0
39.773,101.508,2.3,1.2,5.0
-7.045,-63.812,0,0.8,0.6
61.136,83.185,2.0,2.5,1.6
-1.591,20.202,1.6,0.7,1.2
50.227,104.173,2.8,1.5,2.6
43.409,110.0,0,1.4,5.0
27.045,-3.31,2.5,5.0,5.0
39.318,-92.638,3.9,1.3,4.9
-12.045,32.01,2.6,1.6,0.6
71.591,132.669,0,2.9,5.0
32.955,43.243,1.6,2.0,5.0
62.955,-110.194,0,1.8,5.0
-45.227,-73.095,0,0.8,5.0
70.682,-87.939,0,1.7,5.0
10.682,22.154,2.9,1.7,1.4
-76.136,115.579,0,0,0
7.955,42.137,2.9,1.8,0.7
4.318,-70.316,2.9,0.9,1.0
58.409,-110.769,0,2.2,1.1
22.045,85.959,4.2,1.0,3.9
80.227,-38.667,,,
-11.591,33.591,2.8,1.4,1.2
26.136,-102.135,2.3,2.9,5.0
63.409,58.31,0,1.5,0.7
11.591,-0.232,3.5,1.8,3.9
48.409,98.71,1.6,1.8,1.8
21.136,96.324,3.2,0.9,3.9
-31.591,27.16,3.1,1.5,5.0
56.591,76.201,1.6,1.8,3.8
-32.045,-55.714,3.5,1.1,5.0
32.5,102.511,3.1,1.5,5.0
-28.864,29.784,3.6,2.0,3.2
-28.864,-59.309,3.4,0.8,2.1
-1.136,-47.894,2.0,1.1,5.0
52.955,32.385,2.6,1.5,4.5
27.045,53.72,2.5,0,5.0
34.318,-88.214,3.7,0.9,5.0
-5.227,26.43,1.0,1.1,2.2
3.864,100.909,2.6,1.1,2.0
58.409,-135.865,0,0.8,0
17.045,31.346,3.5,5.0,5.0
12.045,76.546,4.1,1.1,2.6
82.5,-24.231,,,
-16.136,-54.331,0,1.2,5.0
50.682,-69.781,1.0,1.4,5.0
25.227,102.786,4.2,1.1,4.1
-32.045,144.107,2.9,2.1,5.0
-17.955,134.225,2.5,3.1,5.0
27.045,100.057,2.8,1.4,2.2
17.955,1.192,1.6,3.2,5.0
-18.864,-57.763,2.3,0.9,2.6
-7.955,112.214,3.6,1.1,4.5
31.591,48.462,3.6,2.2,5.0
42.045,47.98,2.0,1.6,5.0
-9.318,-50.345,2.9,1.0,3.0
-17.955,133.748,2.5,3.1,5.0
28.864,60.863,2.9,2.0,5.0
-33.864,-53.809,3.3,1.2,3.8
7.955,-10.076,2.3,0.7,1.5
-82.045,-49.091,0,0,0
34.318,75.023,4.1,2.3,3.3
61.591,-162.812,1.6,4.8,1.7
67.955,79.732,0,1.9,4.0
41.136,-110.653,0,2.1,2.2
32.5,-83.139,3.7,1.3,5.0
-7.5,-51.461,1.6,0.8,0.8
56.136,-114.027,1.6,2.0,5.0
-27.045,115.332,2.5,3.1,1.4
-22.045,33.061,3.3,1.8,3.5
71.591,101.116,0,2.2,3.6
39.318,93.811,2.0,1.4,5.0
48.864,82.069,1.0,2.5,5.0
-14.773,14.785,1.6,2.3,3.2
69.318,77.143,0,1.7,5.0
-26.591,-69.309,2.0,4.3,5.0
18.864,84.128,3.8,0.8,4.6
43.864,-70.49,3.1,1.3,5.0
62.5,134.754,2.6,2.8,1.5
40.682,16.146,1.0,1.8,5.0
22.045,26.204,1.0,4.8,5.0
-8.409,30.955,0,0,0
-30.227,-64.38,2.9,1.3,5.0
23.864,14.876,0,5.0,5.0
61.591,-137.984,0,1.9,0
-15.682,36.754,2.9,1.2,5.0
35.227,-120.556,2.6,0.9,1.9
-6.136,12.548,0,1.0,5.0
57.045,25.833,2.3,2.0,2.6
-69.773,56.496,0,0,0
39.773,43.082,3.1,1.6,5.0
-48.864,-73.103,0,1.9,4.4
-13.864,135.584,2.0,1.7,5.0
12.955,38.422,3.3,2.2,4.7
-32.045,-56.25,3.5,1.1,5.0
